===== RESULTADOS DA INSTÂNCIA: dlnb11.dat =====
Status: TIME_LIMIT
Melhor objetivo encontrado: 49.0
Lower bound: 2.0

Atribuições:
  Vértice 1 -> Cor 32
  Vértice 2 -> Cor 20
  Vértice 3 -> Cor 5
  Vértice 4 -> Cor 3
  Vértice 5 -> Cor 38
  Vértice 6 -> Cor 27
  Vértice 7 -> Cor 16
  Vértice 8 -> Cor 26
  Vértice 9 -> Cor 44
  Vértice 10 -> Cor 47
  Vértice 11 -> Cor 37
  Vértice 12 -> Cor 17
  Vértice 13 -> Cor 19
  Vértice 14 -> Cor 2
  Vértice 15 -> Cor 11
  Vértice 16 -> Cor 29
  Vértice 17 -> Cor 2
  Vértice 18 -> Cor 36
  Vértice 19 -> Cor 42
  Vértice 20 -> Cor 13
  Vértice 21 -> Cor 39
  Vértice 22 -> Cor 18
  Vértice 23 -> Cor 28
  Vértice 24 -> Cor 32
  Vértice 25 -> Cor 4
  Vértice 26 -> Cor 24
  Vértice 27 -> Cor 20
  Vértice 28 -> Cor 22
  Vértice 29 -> Cor 17
  Vértice 30 -> Cor 27
  Vértice 31 -> Cor 23
  Vértice 32 -> Cor 14
  Vértice 33 -> Cor 43
  Vértice 34 -> Cor 35
  Vértice 35 -> Cor 10
  Vértice 36 -> Cor 10
  Vértice 37 -> Cor 37
  Vértice 38 -> Cor 47
  Vértice 39 -> Cor 11
  Vértice 40 -> Cor 3
  Vértice 41 -> Cor 41
  Vértice 42 -> Cor 9
  Vértice 43 -> Cor 30
  Vértice 44 -> Cor 8
  Vértice 45 -> Cor 40
  Vértice 46 -> Cor 31
  Vértice 47 -> Cor 15
  Vértice 48 -> Cor 21
  Vértice 49 -> Cor 13
  Vértice 50 -> Cor 43
  Vértice 51 -> Cor 8
  Vértice 52 -> Cor 22
  Vértice 53 -> Cor 6
  Vértice 54 -> Cor 12
  Vértice 55 -> Cor 49
  Vértice 56 -> Cor 16
  Vértice 57 -> Cor 33
  Vértice 58 -> Cor 17
  Vértice 59 -> Cor 44
  Vértice 60 -> Cor 15
  Vértice 61 -> Cor 44
  Vértice 62 -> Cor 49
  Vértice 63 -> Cor 29
  Vértice 64 -> Cor 21
  Vértice 65 -> Cor 14
  Vértice 66 -> Cor 16
  Vértice 67 -> Cor 46
  Vértice 68 -> Cor 30
  Vértice 69 -> Cor 24
  Vértice 70 -> Cor 19
  Vértice 71 -> Cor 7
  Vértice 72 -> Cor 21
  Vértice 73 -> Cor 37
  Vértice 74 -> Cor 23
  Vértice 75 -> Cor 4
  Vértice 76 -> Cor 23
  Vértice 77 -> Cor 19
  Vértice 78 -> Cor 3
  Vértice 79 -> Cor 49
  Vértice 80 -> Cor 30
  Vértice 81 -> Cor 3
  Vértice 82 -> Cor 4
  Vértice 83 -> Cor 6
  Vértice 84 -> Cor 24
  Vértice 85 -> Cor 38
  Vértice 86 -> Cor 11
  Vértice 87 -> Cor 25
  Vértice 88 -> Cor 35
  Vértice 89 -> Cor 13
  Vértice 90 -> Cor 48
  Vértice 91 -> Cor 19
  Vértice 92 -> Cor 26
  Vértice 93 -> Cor 7
  Vértice 94 -> Cor 27
  Vértice 95 -> Cor 28
  Vértice 96 -> Cor 48
  Vértice 97 -> Cor 5
  Vértice 98 -> Cor 47
  Vértice 99 -> Cor 34
  Vértice 100 -> Cor 8
  Vértice 101 -> Cor 25
  Vértice 102 -> Cor 12
  Vértice 103 -> Cor 7
  Vértice 104 -> Cor 46
  Vértice 105 -> Cor 6
  Vértice 106 -> Cor 18
  Vértice 107 -> Cor 26
  Vértice 108 -> Cor 1
  Vértice 109 -> Cor 43
  Vértice 110 -> Cor 49
  Vértice 111 -> Cor 7
  Vértice 112 -> Cor 12
  Vértice 113 -> Cor 6
  Vértice 114 -> Cor 48
  Vértice 115 -> Cor 44
  Vértice 116 -> Cor 2
  Vértice 117 -> Cor 1
  Vértice 118 -> Cor 47
  Vértice 119 -> Cor 22
  Vértice 120 -> Cor 5
  Vértice 121 -> Cor 28
  Vértice 122 -> Cor 40
  Vértice 123 -> Cor 2
  Vértice 124 -> Cor 15
  Vértice 125 -> Cor 31
  Vértice 126 -> Cor 48
  Vértice 127 -> Cor 31
  Vértice 128 -> Cor 42
  Vértice 129 -> Cor 9
  Vértice 130 -> Cor 39
  Vértice 131 -> Cor 40
  Vértice 132 -> Cor 29
  Vértice 133 -> Cor 16
  Vértice 134 -> Cor 21
  Vértice 135 -> Cor 42
  Vértice 136 -> Cor 9
  Vértice 137 -> Cor 1
  Vértice 138 -> Cor 33
  Vértice 139 -> Cor 36
  Vértice 140 -> Cor 13
  Vértice 141 -> Cor 32
  Vértice 142 -> Cor 10
  Vértice 143 -> Cor 8
  Vértice 144 -> Cor 37
  Vértice 145 -> Cor 34
  Vértice 146 -> Cor 45
  Vértice 147 -> Cor 36
  Vértice 148 -> Cor 45
  Vértice 149 -> Cor 9
  Vértice 150 -> Cor 1
  Vértice 151 -> Cor 18
  Vértice 152 -> Cor 45
  Vértice 153 -> Cor 40
  Vértice 154 -> Cor 34
  Vértice 155 -> Cor 15
  Vértice 156 -> Cor 5
  Vértice 157 -> Cor 37
  Vértice 158 -> Cor 46
  Vértice 159 -> Cor 11
  Vértice 160 -> Cor 39
  Vértice 161 -> Cor 33
  Vértice 162 -> Cor 41
  Vértice 163 -> Cor 25
  Vértice 164 -> Cor 28
  Vértice 165 -> Cor 33
  Vértice 166 -> Cor 42
  Vértice 167 -> Cor 29
  Vértice 168 -> Cor 25
  Vértice 169 -> Cor 10
  Vértice 170 -> Cor 14
  Vértice 171 -> Cor 20
  Vértice 172 -> Cor 27
  Vértice 173 -> Cor 41
  Vértice 174 -> Cor 34
  Vértice 175 -> Cor 24
  Vértice 176 -> Cor 36
  Vértice 177 -> Cor 18
  Vértice 178 -> Cor 39
  Vértice 179 -> Cor 35
  Vértice 180 -> Cor 43
  Vértice 181 -> Cor 45
  Vértice 182 -> Cor 31
  Vértice 183 -> Cor 4
  Vértice 184 -> Cor 46
  Vértice 185 -> Cor 32
  Vértice 186 -> Cor 20
  Vértice 187 -> Cor 38
  Vértice 188 -> Cor 12
  Vértice 189 -> Cor 26
  Vértice 190 -> Cor 22
  Vértice 191 -> Cor 14
  Vértice 192 -> Cor 41
  Vértice 193 -> Cor 17
  Vértice 194 -> Cor 23
  Vértice 195 -> Cor 35
  Vértice 196 -> Cor 30
  Vértice 197 -> Cor 38
