===== RESULTADOS DA INSTÂNCIA: dlnb08.dat =====
Status: TIME_LIMIT
Melhor objetivo encontrado: 50.0
Lower bound: 2.0

Atribuições:
  Vértice 1 -> Cor 39
  Vértice 2 -> Cor 17
  Vértice 3 -> Cor 30
  Vértice 4 -> Cor 50
  Vértice 5 -> Cor 9
  Vértice 6 -> Cor 44
  Vértice 7 -> Cor 38
  Vértice 8 -> Cor 46
  Vértice 9 -> Cor 37
  Vértice 10 -> Cor 27
  Vértice 11 -> Cor 3
  Vértice 12 -> Cor 2
  Vértice 13 -> Cor 41
  Vértice 14 -> Cor 7
  Vértice 15 -> Cor 14
  Vértice 16 -> Cor 5
  Vértice 17 -> Cor 3
  Vértice 18 -> Cor 7
  Vértice 19 -> Cor 24
  Vértice 20 -> Cor 39
  Vértice 21 -> Cor 37
  Vértice 22 -> Cor 9
  Vértice 23 -> Cor 41
  Vértice 24 -> Cor 11
  Vértice 25 -> Cor 36
  Vértice 26 -> Cor 17
  Vértice 27 -> Cor 2
  Vértice 28 -> Cor 46
  Vértice 29 -> Cor 50
  Vértice 30 -> Cor 48
  Vértice 31 -> Cor 30
  Vértice 32 -> Cor 5
  Vértice 33 -> Cor 43
  Vértice 34 -> Cor 22
  Vértice 35 -> Cor 19
  Vértice 36 -> Cor 25
  Vértice 37 -> Cor 8
  Vértice 38 -> Cor 32
  Vértice 39 -> Cor 21
  Vértice 40 -> Cor 32
  Vértice 41 -> Cor 11
  Vértice 42 -> Cor 12
  Vértice 43 -> Cor 22
  Vértice 44 -> Cor 26
  Vértice 45 -> Cor 40
  Vértice 46 -> Cor 29
  Vértice 47 -> Cor 4
  Vértice 48 -> Cor 1
  Vértice 49 -> Cor 3
  Vértice 50 -> Cor 38
  Vértice 51 -> Cor 8
  Vértice 52 -> Cor 15
  Vértice 53 -> Cor 14
  Vértice 54 -> Cor 12
  Vértice 55 -> Cor 41
  Vértice 56 -> Cor 47
  Vértice 57 -> Cor 42
  Vértice 58 -> Cor 2
  Vértice 59 -> Cor 6
  Vértice 60 -> Cor 6
  Vértice 61 -> Cor 16
  Vértice 62 -> Cor 23
  Vértice 63 -> Cor 26
  Vértice 64 -> Cor 16
  Vértice 65 -> Cor 28
  Vértice 66 -> Cor 44
  Vértice 67 -> Cor 23
  Vértice 68 -> Cor 19
  Vértice 69 -> Cor 31
  Vértice 70 -> Cor 12
  Vértice 71 -> Cor 33
  Vértice 72 -> Cor 26
  Vértice 73 -> Cor 34
  Vértice 74 -> Cor 35
  Vértice 75 -> Cor 32
  Vértice 76 -> Cor 29
  Vértice 77 -> Cor 20
  Vértice 78 -> Cor 28
  Vértice 79 -> Cor 24
  Vértice 80 -> Cor 33
  Vértice 81 -> Cor 19
  Vértice 82 -> Cor 15
  Vértice 83 -> Cor 21
  Vértice 84 -> Cor 15
  Vértice 85 -> Cor 50
  Vértice 86 -> Cor 29
  Vértice 87 -> Cor 10
  Vértice 88 -> Cor 21
  Vértice 89 -> Cor 7
  Vértice 90 -> Cor 36
  Vértice 91 -> Cor 30
  Vértice 92 -> Cor 18
